"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"165","06-13",NA,46.77,44.46,41.53,38,44.86,31.85,31.46,33.71,70.76,29.06,36.85,NA,31.46,70.76,40.8463636363636,"RO"
"166","06-14",NA,47.36,44.94,41.85,38.37,45.14,32.22,31.6,34.31,71.09,29.41,37.15,NA,31.6,71.09,41.2218181818182,"RO"
"167","06-15",NA,47.97,45.41,42.17,38.69,45.43,32.58,31.84,34.94,71.33,29.77,37.41,NA,31.84,71.33,41.5945454545455,"RO"
"168","06-16",NA,48.59,45.89,42.45,38.92,45.71,32.94,32.16,35.6,71.56,30.16,37.73,NA,32.16,71.56,41.9736363636364,"RO"
"169","06-17",NA,49.2,46.38,42.73,39.19,45.99,33.31,32.54,36.26,71.82,30.55,38.11,NA,32.54,71.82,42.3709090909091,"RO"
"170","06-18",NA,49.74,46.85,42.99,39.55,46.28,33.68,32.8,36.87,72.07,30.93,38.56,NA,32.8,72.07,42.7563636363636,"RO"
"171","06-19",NA,50.29,47.31,43.31,39.96,46.54,34.05,33.03,37.47,72.33,31.41,39.04,NA,33.03,72.33,43.1581818181818,"RO"
"172","06-20",NA,50.8,47.76,43.62,40.32,46.82,34.42,33.28,38.01,72.66,31.95,39.41,NA,33.28,72.66,43.55,"RO"
"173","06-21",NA,51.3,48.19,43.92,40.71,47.1,34.78,33.55,38.64,73.01,32.4,39.7,NA,33.55,73.01,43.9363636363636,"RO"
"174","06-22",NA,51.83,48.68,44.25,41.08,47.4,35.15,33.81,39.29,73.25,32.52,39.98,NA,33.81,73.25,44.2945454545455,"RO"
"175","06-23",NA,52.37,49.18,44.56,41.38,47.66,35.52,34.18,39.93,73.45,32.66,40.27,NA,34.18,73.45,44.6509090909091,"RO"
"176","06-24",NA,52.94,49.69,44.84,41.74,47.88,35.94,34.54,40.54,73.66,32.8,40.59,NA,34.54,73.66,45.0145454545455,"RO"
