"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"96","04-05",0,81.98,74.05,63.74,51.38,30.57,49.39,55.44,72.27,94.76,61.23,78.89,NA,0,94.76,59.475,"PT"
"97","04-06",0,84.5,74.56,64.6,51.38,34.6,49.39,55.44,72.27,94.76,61.23,78.89,NA,0,94.76,60.135,"PT"
"98","04-07",0,85.75,73.94,65.56,51.8,47.52,49.39,56.02,72.68,94.76,60.43,78.89,NA,0,94.76,61.395,"PT"
"99","04-08",0,85.73,73.94,66.52,51.8,47.52,49.39,56.02,72.68,94.81,58.58,79.32,NA,0,94.81,61.3591666666667,"PT"
"100","04-09",0,85.73,74,67.49,51.8,48.02,49.39,56.02,72.68,95.17,57.81,79.96,NA,0,95.17,61.5058333333333,"PT"
"101","04-10",0,85.73,73.48,68.06,50.51,48.73,49.39,55.18,72.68,95.89,57.81,80.64,NA,0,95.89,61.5083333333333,"PT"
"102","04-11",0,85.73,74.24,68.56,50.51,48.89,49.39,53.49,72.68,94.26,57.81,81.43,NA,0,94.26,61.4158333333333,"PT"
"103","04-12",0,85.73,78.14,69.09,50.51,48.89,49.39,51.49,72.68,94.96,56.86,81.88,NA,0,94.96,61.635,"PT"
"104","04-13",0,86.42,78.14,69.91,50.51,48.89,49.39,50.57,72.68,94.96,54.84,81.88,NA,0,94.96,61.5158333333333,"PT"
"105","04-14",0,87.08,74.19,70.73,50.51,48.36,49.98,51.16,55.87,94.96,52.82,82.08,NA,0,94.96,59.8116666666667,"PT"
"106","04-15",0,87.1,74.19,71.14,49.74,48.04,50.7,51.93,72.68,94.96,51.97,82.75,NA,0,94.96,61.2666666666667,"PT"
"107","04-16",0,87.08,73.41,70.73,49.04,48.35,51.48,52.72,72.68,95.38,51.71,83.43,NA,0,95.38,61.3341666666667,"PT"
"108","04-17",0,87.08,72.84,70.73,48.2,48.35,52.14,53.51,73.17,95.99,51.71,84.14,NA,0,95.99,61.4883333333333,"PT"
"109","04-18",0,87.08,73.48,70.73,48.2,48.35,52.14,54.3,73.42,95.99,51.71,84.84,NA,0,95.99,61.6866666666667,"PT"
"110","04-19",0,87.53,73.48,71.18,48.2,48.35,52.14,55.08,73.42,96.59,51.82,85.53,NA,0,96.59,61.9433333333333,"PT"
"111","04-20",0,88.62,71.9,71.43,48.2,48.35,52.14,55.65,74.02,97.13,49.8,86.31,NA,0,97.13,61.9625,"PT"
"112","04-21",0,88.62,71.74,71.88,48.2,48.41,52.51,55.65,74.39,97.13,47.75,87.03,NA,0,97.13,61.9425,"PT"
"113","04-22",0,88.59,71.62,71.87,48.2,48.41,52.51,55.65,74.39,97.13,45.76,87.64,NA,0,97.13,61.8141666666667,"PT"
"114","04-23",0,88.88,73.48,71.68,48.2,48.41,52.51,55.65,74.73,97.13,45.11,88.34,NA,0,97.13,62.01,"PT"
"115","04-24",0,90.49,73.48,71.22,48.2,48.41,52.51,55.65,75.26,97.13,45.11,88.9,NA,0,97.13,62.1966666666667,"PT"
