"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"144","05-23",NA,NA,NA,NA,NA,NA,7.32,7.31,27.27,26.2,6.71,6.74,NA,7.31,27.27,14.846,"SE"
"145","05-24",NA,NA,NA,NA,NA,NA,7.32,7.31,28.69,26.2,6.71,6.74,NA,7.31,28.69,15.13,"SE"
"146","05-25",NA,NA,NA,NA,NA,NA,7.32,7.31,28.69,26.2,6.71,6.74,NA,7.31,28.69,15.13,"SE"
"147","05-26",NA,NA,NA,NA,NA,NA,7.32,7.31,28.69,26.2,6.71,6.74,NA,7.31,28.69,15.13,"SE"
"148","05-27",NA,NA,NA,NA,NA,NA,7.32,7.31,28.69,26.2,6.71,6.74,NA,7.31,28.69,15.13,"SE"
"149","05-28",NA,NA,NA,NA,NA,NA,7.32,7.31,33.13,26.2,6.71,6.74,NA,7.31,33.13,16.018,"SE"
"150","05-29",NA,NA,NA,NA,NA,NA,7.32,7.31,38.37,30.36,6.71,6.74,NA,7.31,38.37,17.898,"SE"
"151","05-30",NA,NA,NA,NA,NA,NA,7.32,7.31,43.26,35.75,6.71,6.74,NA,7.31,43.26,19.954,"SE"
"152","05-31",NA,NA,NA,NA,NA,NA,7.32,7.31,43.98,35.97,6.71,6.74,NA,7.31,43.98,20.142,"SE"
"153","06-01",NA,NA,NA,NA,NA,NA,7.32,7.31,43.98,35.97,6.71,6.74,NA,7.31,43.98,20.142,"SE"
"154","06-02",NA,NA,NA,NA,NA,NA,7.32,7.31,43.98,35.97,6.71,6.74,NA,7.31,43.98,20.142,"SE"
"155","06-03",NA,NA,NA,NA,NA,NA,7.32,7.31,43.98,35.97,6.71,6.74,NA,7.31,43.98,20.142,"SE"
"156","06-04",NA,NA,NA,NA,NA,NA,7.32,7.31,43.98,35.97,6.71,6.74,NA,7.31,43.98,20.142,"SE"
"157","06-05",NA,NA,NA,NA,NA,NA,7.32,7.31,47.66,35.97,6.71,6.74,NA,7.31,47.66,20.878,"SE"
"158","06-06",NA,NA,NA,NA,NA,NA,7.32,7.31,48.63,35.97,6.71,6.74,NA,7.31,48.63,21.072,"SE"
"159","06-07",NA,NA,NA,NA,NA,NA,7.32,7.31,48.63,35.97,6.71,6.74,NA,7.31,48.63,21.072,"SE"
"160","06-08",NA,NA,NA,NA,NA,NA,7.32,7.31,48.63,35.97,6.71,6.74,NA,7.31,48.63,21.072,"SE"
