"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"153","06-01",48.68,34.2,24.15,45.21,31.23,38.6,36.02,26.14,55.22,71.25,37.59,52.34,NA,24.15,71.25,41.72,"Frankrijk"
"154","06-02",49.31,34.67,24.6,45.57,31.61,38.65,36.44,26.82,55.79,71.56,38.23,52.71,NA,24.6,71.56,42.16,"Frankrijk"
"155","06-03",49.83,35.13,24.91,45.92,31.99,38.84,36.84,27.48,56.18,71.84,38.83,53.09,NA,24.91,71.84,42.57,"Frankrijk"
"156","06-04",50.42,35.47,25.35,46.23,32.43,39.14,37.23,27.99,56.59,72.24,39.43,53.55,NA,25.35,72.24,43.01,"Frankrijk"
"157","06-05",50.87,35.81,25.81,46.58,32.94,39.53,37.62,28.5,56.84,72.69,40.03,53.99,NA,25.81,72.69,43.43,"Frankrijk"
"158","06-06",51.31,36.14,26.3,47.03,33.4,39.88,38,28.98,57.4,73.18,40.66,54.37,NA,26.3,73.18,43.89,"Frankrijk"
"159","06-07",51.76,36.51,26.83,47.5,33.86,40.2,38.32,29.47,57.89,73.65,41.04,54.48,NA,26.83,73.65,44.29,"Frankrijk"
"160","06-08",52.18,36.95,27.33,47.97,34.23,40.56,38.65,29.98,58.4,73.91,41.39,54.47,NA,27.33,73.91,44.67,"Frankrijk"
"161","06-09",52.49,37.41,27.81,48.44,34.61,40.77,39,30.61,58.92,74.05,41.55,54.09,NA,27.81,74.05,44.98,"Frankrijk"
"162","06-10",52.83,37.88,28.22,48.83,34.95,41.17,39.33,31.27,59.43,74.22,41.71,53.44,NA,28.22,74.22,45.27,"Frankrijk"
"163","06-11",53.43,38.25,28.61,49.28,35.35,41.62,39.71,31.74,59.77,74.43,41.99,54.03,NA,28.61,74.43,45.68,"Frankrijk"
"164","06-12",54.06,38.63,29.02,49.68,35.75,42.12,40,32.28,60.19,74.75,42.61,54.65,NA,29.02,74.75,46.15,"Frankrijk"
"165","06-13",54.53,38.95,29.48,50.11,36.15,42.45,40.26,32.82,60.66,75.16,43.23,55.55,NA,29.48,75.16,46.61,"Frankrijk"
"166","06-14",54.85,39.27,29.94,50.53,36.55,42.7,40.37,33.37,61.15,75.56,43.6,55.88,NA,29.94,75.56,46.98,"Frankrijk"
"167","06-15",55.32,39.54,30.44,50.96,36.89,43.05,40.56,33.7,61.73,75.79,43.9,56.23,NA,30.44,75.79,47.34,"Frankrijk"
